TXN_ID,SENDER_ACCOUNT_NUMBER,RECEIVER_ACCOUNT_NUMBER,AMOUNT,CONDITIONS,TIMESTAMP
TXN_39145b5fbc6b25237362409f423dac9c5a3cb40f01c05bdcf5353cecd9b6545c,52_HTU,71_KQI,2000,137_UHO__HAS__2000____AND____142_FNA__HAS__2000____AND____20_EHM__HAS__2000____AND____19_GOC__HAS__2000,2022-12-21 22:42:26.725729
TXN_31aea696896d554bca8d843864ed90e795016b4d4c9fb6af0b81be56e1017437,101_SWG,70_TTY,2000,93_NVU__HAS__2000____AND____70_TTY__HAS__2000____AND____96_FCG__HAS__2000____AND____61_ESH__HAS__2000,2022-12-21 22:42:26.725974
TXN_dbc668314406378a76b45107043222f74c47ea045724542cda885e1a203e1c23,49_WBG,145_SGF,2000,132_MAD__HAS__2000____AND____104_GYD__HAS__2000____AND____31_VVQ__HAS__2000____AND____53_ORI__HAS__2000,2022-12-21 22:42:26.726220
TXN_261228c478ed13edbff02debafb8770dd3fa37fd7f52caa334fc7a8f72216171,31_VVQ,19_GOC,2000,64_SHK__HAS__2000____AND____80_LBQ__HAS__2000____AND____117_GQK__HAS__2000____AND____86_MBT__HAS__2000,2022-12-21 22:42:26.726467
TXN_b09cfcc238ee8fe441dc68bae72c83cc55e3633bc24946fde09b157587d9cae7,122_MXT,22_RIQ,2000,110_QYL__HAS__2000____AND____13_LMN__HAS__2000____AND____39_BQI__HAS__2000____AND____87_EKW__HAS__2000,2022-12-21 22:42:26.726764
TXN_5461c51c592a0c04e030d7cd472bad9058fddffeda23d385429a575538bb0214,81_ORK,43_SJV,2000,8_MGQ__HAS__2000____AND____23_HNT__HAS__2000____AND____115_CXV__HAS__2000____AND____24_KGT__HAS__2000,2022-12-21 22:42:26.727011
TXN_06455566be2057d329cfeb04968d48fdb17e5ad9c1491de8394145a627b5ccb7,86_MBT,123_LOV,2000,70_TTY__HAS__2000____AND____131_FMZ__HAS__2000____AND____35_CVG__HAS__2000____AND____121_HPV__HAS__2000,2022-12-21 22:42:26.727252
TXN_128bd34a872391ad1dd8b7d1a7f43eadcd175ba49f7e7a24a8207909dca20cb2,33_HXN,112_XGI,2000,103_MKN__HAS__2000____AND____47_QAO__HAS__2000____AND____144_KQW__HAS__2000____AND____92_OAA__HAS__2000,2022-12-21 22:42:26.727493
TXN_a82440fceb4fc91b8c61e050bcc98a5446c285626bfc8161b4d6c5868788cf50,82_LCS,92_OAA,2000,87_EKW__HAS__2000____AND____121_HPV__HAS__2000____AND____86_MBT__HAS__2000____AND____72_BTC__HAS__2000,2022-12-21 22:42:26.727790
TXN_62e582d35990f19a17a458eb87ce38674689e7aeac7db301e7b361acd92fe322,45_IQA,48_PRN,2000,48_PRN__HAS__2000____AND____49_WBG__HAS__2000____AND____34_VJF__HAS__2000____AND____72_BTC__HAS__2000,2022-12-21 22:42:26.728120
TXN_73b94e79e6863cba3d77e56ffeecbfc0d73f7e75e33146e3b9af33185f421821,134_GIC,108_XPV,2000,54_QIT__HAS__2000____AND____47_QAO__HAS__2000____AND____8_MGQ__HAS__2000____AND____106_TOB__HAS__2000,2022-12-21 22:42:26.728382
TXN_45a5de3e4850a1a73d88175502decb8af8e95b49dabaa84d3b1022edaf209135,125_HKM,56_NJA,2000,92_OAA__HAS__2000____AND____4_JEY__HAS__2000____AND____69_DZY__HAS__2000____AND____140_NCR__HAS__2000,2022-12-21 22:42:26.728628
TXN_cd906f1ef23ea81dd879e9efeda8ccdf3122ae1e94e3230e01ccd2404a685819,24_KGT,54_QIT,2000,63_WHX__HAS__2000____AND____77_WOW__HAS__2000____AND____69_DZY__HAS__2000____AND____135_WPM__HAS__2000,2022-12-21 22:42:26.728901
TXN_3395f3a332f54375d9372216eeae19308885d866821efc8bd779ced932267763,7_FPV,126_LTW,2000,39_BQI__HAS__2000____AND____128_HWK__HAS__2000____AND____146_LWF__HAS__2000____AND____89_FYG__HAS__2000,2022-12-21 22:42:26.729188
TXN_8b389e596c32799940a23c34ddea3e1e7faf05c3234af434788925f5fbab6568,90_FKM,134_GIC,2000,14_KSP__HAS__2000____AND____56_NJA__HAS__2000____AND____67_POK__HAS__2000____AND____80_LBQ__HAS__2000,2022-12-21 22:42:26.729442
TXN_4f9df01a18d2e1435aa7d6f271aff92c5105ae636063fc25a6d67c24fb438118,51_SSP,104_GYD,2000,96_FCG__HAS__2000____AND____141_DZB__HAS__2000____AND____131_FMZ__HAS__2000____AND____4_JEY__HAS__2000,2022-12-21 22:42:26.729694
TXN_e874560dc9955c57d3ba189cac034233c951fd26bf3afb552217ccc469bad6f5,70_TTY,128_HWK,2000,67_POK__HAS__2000____AND____103_MKN__HAS__2000____AND____68_FKN__HAS__2000____AND____119_MPP__HAS__2000,2022-12-21 22:42:26.729939
TXN_83427a5ed0a06ab520b1276d117f3735d21948e5bae637cf08fef654c15cbcec,45_IQA,103_MKN,2000,24_KGT__HAS__2000____AND____7_FPV__HAS__2000____AND____85_TJC__HAS__2000____AND____115_CXV__HAS__2000,2022-12-21 22:42:26.730184
TXN_768f02b9477323650bfdb5d652e2512f2d52cb67d6a3b9096dd07a1e3bef9c19,90_FKM,23_HNT,2000,100_SNZ__HAS__2000____AND____77_WOW__HAS__2000____AND____29_AII__HAS__2000____AND____144_KQW__HAS__2000,2022-12-21 22:42:26.730447
TXN_327cd31686a6d69581f97429aad5618e1d3e8118a9e9e6adff29eb0991c6c2ae,68_FKN,80_LBQ,2000,77_WOW__HAS__2000____AND____61_ESH__HAS__2000____AND____2_OBC__HAS__2000____AND____136_MGD__HAS__2000,2022-12-21 22:42:26.730724
TXN_9d8b649b030ff4ab99289bc9a6133e14e875e651d01f64f2c588c8213c619a28,11_GZG,64_SHK,2000,17_OYT__HAS__2000____AND____74_ZBF__HAS__2000____AND____98_NHU__HAS__2000____AND____10_BWT__HAS__2000,2022-12-21 22:42:26.730997
TXN_e3101de89e30d085ccd72fbf851721df7114629f4868411498a31d5dc7bc5d96,3_CBN,32_DCL,2000,12_LHC__HAS__2000____AND____64_SHK__HAS__2000____AND____34_VJF__HAS__2000____AND____124_BRL__HAS__2000,2022-12-21 22:42:26.731266
TXN_712531536d71604c77c8cc6b31fcf5b8a02282c43ef4de885856ac2952b09b00,102_AVF,99_WTP,2000,64_SHK__HAS__2000____AND____109_KKZ__HAS__2000____AND____134_GIC__HAS__2000____AND____123_LOV__HAS__2000,2022-12-21 22:42:26.731561
TXN_f758b6db5d22f7fc397f19d7241b021e7df3d6319c3fe5c9037a8d6dfe5e96e4,84_FXM,101_SWG,2000,30_WIY__HAS__2000____AND____1_HGK__HAS__2000____AND____96_FCG__HAS__2000____AND____107_NUM__HAS__2000,2022-12-21 22:42:26.731919
TXN_8830e337a33df81042ea9a4a666b3775667abb6f7fc6e1f32fb877a1ea67aa02,65_ZIF,4_JEY,2000,119_MPP__HAS__2000____AND____106_TOB__HAS__2000____AND____104_GYD__HAS__2000____AND____43_SJV__HAS__2000,2022-12-21 22:42:26.732216
TXN_2790bf8977a2050e4def36d12920767f41d6f740ab52e71cf0035e44c6c7f65f,39_BQI,81_ORK,2000,56_NJA__HAS__2000____AND____83_FYD__HAS__2000____AND____136_MGD__HAS__2000____AND____81_ORK__HAS__2000,2022-12-21 22:42:26.732521
TXN_9becae1a357c99a6fc947590a708897e3e8dd4438538153fa45c68d2b6309c77,17_OYT,112_XGI,2000,9_RHA__HAS__2000____AND____146_LWF__HAS__2000____AND____134_GIC__HAS__2000____AND____78_GOV__HAS__2000,2022-12-21 22:42:26.732804
TXN_39b04bf71efb284a26646568a1835667be420a0f4dc0c84ecd639eb7e8004d7a,6_NYZ,144_KQW,2000,148_UZJ__HAS__2000____AND____45_IQA__HAS__2000____AND____32_DCL__HAS__2000____AND____113_RQM__HAS__2000,2022-12-21 22:42:26.733075
TXN_584e4752c4e79ada7f80f5b96c888ea21018dc56d5eb73d27508c90ae18ac6ac,126_LTW,91_ZRS,2000,107_NUM__HAS__2000____AND____93_NVU__HAS__2000____AND____36_GAN__HAS__2000____AND____23_HNT__HAS__2000,2022-12-21 22:42:26.733340
TXN_2664f8de6bb4d3328ed4f187068a1df03b4452561c55b483da8c42859b83ffbc,128_HWK,17_OYT,2000,83_FYD__HAS__2000____AND____49_WBG__HAS__2000____AND____125_HKM__HAS__2000____AND____130_OHI__HAS__2000,2022-12-21 22:42:26.733603
TXN_925229cd38b18e895ef05a7d206b377ba51582c0102a656afc77e2f1af1ff178,96_FCG,146_LWF,2000,65_ZIF__HAS__2000____AND____69_DZY__HAS__2000____AND____87_EKW__HAS__2000____AND____107_NUM__HAS__2000,2022-12-21 22:42:26.733877
TXN_e49bd3334f7f552ce7e7a1de99850a8edc399588aacafbc3c240f5a9d7589c00,48_PRN,108_XPV,2000,93_NVU__HAS__2000____AND____9_RHA__HAS__2000____AND____73_OHW__HAS__2000____AND____90_FKM__HAS__2000,2022-12-21 22:42:26.734193
TXN_c8154ebcbe0adc6823c304195df59cd1f40456d892015cd7d67832c0c06ab45b,68_FKN,36_GAN,2000,102_AVF__HAS__2000____AND____91_ZRS__HAS__2000____AND____59_JYF__HAS__2000____AND____79_TKL__HAS__2000,2022-12-21 22:42:26.734460
TXN_8a2906a6cb038f220c1aaf89117d4851c987cb4c7405c0fa2f3ead7ba77298b1,119_MPP,19_GOC,2000,4_JEY__HAS__2000____AND____58_QIB__HAS__2000____AND____27_ISA__HAS__2000____AND____10_BWT__HAS__2000,2022-12-21 22:42:26.734711
TXN_c41764d5ca6d88e9ec9cd77ceccdd12ed037f71080ff5e1dac170078c70a4d76,40_UMC,67_POK,2000,139_LHM__HAS__2000____AND____90_FKM__HAS__2000____AND____17_OYT__HAS__2000____AND____22_RIQ__HAS__2000,2022-12-21 22:42:26.734958
TXN_409b98cb11708dee5fafedad6f6b84161650a207ad73a3178472a07254772557,120_JFF,118_HJG,2000,30_WIY__HAS__2000____AND____99_WTP__HAS__2000____AND____42_LPN__HAS__2000____AND____106_TOB__HAS__2000,2022-12-21 22:42:26.735209
TXN_7b864f8c20e47f4e2ec6e046169ff3897c475fc1605bf802363de77e682b001b,12_LHC,9_RHA,2000,116_RGT__HAS__2000____AND____22_RIQ__HAS__2000____AND____47_QAO__HAS__2000____AND____148_UZJ__HAS__2000,2022-12-21 22:42:26.735458
TXN_536619061c1fb1ee62ca54a84127f4e2efb2d1cdb20834859b4594a82be074fe,119_MPP,92_OAA,2000,33_HXN__HAS__2000____AND____95_TJL__HAS__2000____AND____21_QAZ__HAS__2000____AND____105_QML__HAS__2000,2022-12-21 22:42:26.735703
TXN_67449298051c98e639df8f4192d8f6af22f8f84a3449067e23627a07edb8478c,20_EHM,81_ORK,2000,119_MPP__HAS__2000____AND____54_QIT__HAS__2000____AND____142_FNA__HAS__2000____AND____52_HTU__HAS__2000,2022-12-21 22:42:26.735948
TXN_799b787c793213f215edc10638a7c8f23d7ff1050edd0107de3316cdc160ed3d,108_XPV,31_VVQ,2000,48_PRN__HAS__2000____AND____20_EHM__HAS__2000____AND____136_MGD__HAS__2000____AND____22_RIQ__HAS__2000,2022-12-21 22:42:26.736193
TXN_08b68739d09f1fc4ad7d102e8fff329023003fca75f59ef6b34b65e2813158bf,81_ORK,41_HRJ,2000,120_JFF__HAS__2000____AND____96_FCG__HAS__2000____AND____72_BTC__HAS__2000____AND____108_XPV__HAS__2000,2022-12-21 22:42:26.736439
TXN_8bcbf2f6b0fcf5e06595e046740a8efd2f44c3189872827d07812d71f948ab35,39_BQI,109_KKZ,2000,5_SPP__HAS__2000____AND____52_HTU__HAS__2000____AND____56_NJA__HAS__2000____AND____9_RHA__HAS__2000,2022-12-21 22:42:26.736686
TXN_99586f1d49cef6c97af752744014c67dffd4d0edd3c02b0e12dce027c460cd51,117_GQK,101_SWG,2000,116_RGT__HAS__2000____AND____128_HWK__HAS__2000____AND____47_QAO__HAS__2000____AND____121_HPV__HAS__2000,2022-12-21 22:42:26.737010
TXN_429a210a6806b0533fde4c88adcbef96048872bf7497f5e46723a424336bc8fa,97_RAJ,93_NVU,2000,86_MBT__HAS__2000____AND____16_IMW__HAS__2000____AND____52_HTU__HAS__2000____AND____134_GIC__HAS__2000,2022-12-21 22:42:26.737261
TXN_805e1be52dcc5fbbfc88842bee0d340f3bd7b79c9dc9ae75bc9eeeec36e46c5c,139_LHM,107_NUM,2000,102_AVF__HAS__2000____AND____114_BZV__HAS__2000____AND____12_LHC__HAS__2000____AND____17_OYT__HAS__2000,2022-12-21 22:42:26.737506
TXN_87231b7bee34bb4c0477402895c3cc0fe21a0026b4ef639562d312281b7e00ad,86_MBT,58_QIB,2000,33_HXN__HAS__2000____AND____49_WBG__HAS__2000____AND____96_FCG__HAS__2000____AND____69_DZY__HAS__2000,2022-12-21 22:42:26.737757
TXN_99aefd329b04fde1cb3be86ae9ea9727d1279fd83ba953f7637d7d4af86c83e1,20_EHM,78_GOV,2000,101_SWG__HAS__2000____AND____130_OHI__HAS__2000____AND____42_LPN__HAS__2000____AND____65_ZIF__HAS__2000,2022-12-21 22:42:26.738011
TXN_0cb76cfc7afdd284a668c713a5c5751991b3c90c346c7f9987b927eb80fa0d94,42_LPN,52_HTU,2000,57_MKB__HAS__2000____AND____115_CXV__HAS__2000____AND____109_KKZ__HAS__2000____AND____54_QIT__HAS__2000,2022-12-21 22:42:26.738275
TXN_617a18e17f593a3809341dc9327289b500edc3b62ee4309f64af00ef246243eb,128_HWK,94_FWT,2000,77_WOW__HAS__2000____AND____48_PRN__HAS__2000____AND____7_FPV__HAS__2000____AND____1_HGK__HAS__2000,2022-12-21 22:42:26.738525
TXN_8ed13c614a342d4a551af8d77ae1ebe2e7c86711604cf86cff805b7bb351ff5e,50_JRQ,73_OHW,2000,123_LOV__HAS__2000____AND____119_MPP__HAS__2000____AND____66_YAU__HAS__2000____AND____77_WOW__HAS__2000,2022-12-21 22:42:26.738770
TXN_ec6f891a32ad302931a51ba056728b80e854c6c34d52c38e254ffbd0f120425a,133_YMO,39_BQI,2000,59_JYF__HAS__2000____AND____4_JEY__HAS__2000____AND____142_FNA__HAS__2000____AND____85_TJC__HAS__2000,2022-12-21 22:42:26.739016
TXN_18231a1e592c7df4c3822d827ce0040f04b8ba6de7e81ff309543d196f2986d1,80_LBQ,138_OPP,2000,92_OAA__HAS__2000____AND____21_QAZ__HAS__2000____AND____67_POK__HAS__2000____AND____46_TKE__HAS__2000,2022-12-21 22:42:26.739259
TXN_74dc1b1fac8b3c875b2a350bef7ac46aa8ff3af831db431991888501978f7002,70_TTY,148_UZJ,2000,95_TJL__HAS__2000____AND____114_BZV__HAS__2000____AND____35_CVG__HAS__2000____AND____7_FPV__HAS__2000,2022-12-21 22:42:26.739504
TXN_9cb33224ce8fae24b572b45bfb27a507148e8189810b28cbe3d13ff6e84ed09e,139_LHM,77_WOW,2000,11_GZG__HAS__2000____AND____8_MGQ__HAS__2000____AND____23_HNT__HAS__2000____AND____76_RPI__HAS__2000,2022-12-21 22:42:26.739752
TXN_876a8df2b09b0c3c61e50a7e7c9d9c3789bcf417410eb892715f48bd77db3c65,105_QML,65_ZIF,2000,96_FCG__HAS__2000____AND____63_WHX__HAS__2000____AND____136_MGD__HAS__2000____AND____77_WOW__HAS__2000,2022-12-21 22:42:26.739996
TXN_448db5abcd210b77638a3a8fc1def3913846514647aa46e2d34ec2aabb9f0025,103_MKN,117_GQK,2000,21_QAZ__HAS__2000____AND____36_GAN__HAS__2000____AND____4_JEY__HAS__2000____AND____29_AII__HAS__2000,2022-12-21 22:42:26.740243
TXN_ae10f42798c04e298e3a6a849f9099fd04b6123521b992213a439e600ac59826,36_GAN,0_QWE,2000,44_LDJ__HAS__2000____AND____24_KGT__HAS__2000____AND____2_OBC__HAS__2000____AND____112_XGI__HAS__2000,2022-12-21 22:42:26.740489
TXN_0f93b2bc22d892e0e0a4b22d01dac0d12d3ab6a8efaae922996b8a5c30a97734,70_TTY,67_POK,2000,30_WIY__HAS__2000____AND____119_MPP__HAS__2000____AND____90_FKM__HAS__2000____AND____73_OHW__HAS__2000,2022-12-21 22:42:26.740732
TXN_0f9505ca6d3892d3d32b0b044b740f2e27a96dc59b4e1adee20dfa53dec9f230,11_GZG,45_IQA,2000,57_MKB__HAS__2000____AND____114_BZV__HAS__2000____AND____58_QIB__HAS__2000____AND____137_UHO__HAS__2000,2022-12-21 22:42:26.740980
TXN_0a9851518a1ee8ba170316863b5097ee55a5fa6bc6878dd46e7ac13fbab57a98,17_OYT,94_FWT,2000,1_HGK__HAS__2000____AND____112_XGI__HAS__2000____AND____115_CXV__HAS__2000____AND____115_CXV__HAS__2000,2022-12-21 22:42:26.741230
TXN_edde364351a208b13dacd2a2f378c3b5a3fc14f71be698b86846372bbed2cbb8,14_KSP,136_MGD,2000,108_XPV__HAS__2000____AND____35_CVG__HAS__2000____AND____129_GDC__HAS__2000____AND____38_AYK__HAS__2000,2022-12-21 22:42:26.741535
TXN_aff99d056e10a6d6a842702ad8e2b27b8140ab3733065f83536925a20db33f90,102_AVF,58_QIB,2000,85_TJC__HAS__2000____AND____26_HAF__HAS__2000____AND____10_BWT__HAS__2000____AND____18_ICF__HAS__2000,2022-12-21 22:42:26.741781
TXN_90825e3c8153480c6aecfad8644d547cebeab37a88bc3a5a392db1547a057cd9,87_EKW,98_NHU,2000,147_YUH__HAS__2000____AND____64_SHK__HAS__2000____AND____40_UMC__HAS__2000____AND____134_GIC__HAS__2000,2022-12-21 22:42:26.742024
TXN_a72ef7bb44460194134017f79bc99c311c2bdde5f15bd67b2d33a41ba7d01057,47_QAO,57_MKB,2000,146_LWF__HAS__2000____AND____20_EHM__HAS__2000____AND____49_WBG__HAS__2000____AND____73_OHW__HAS__2000,2022-12-21 22:42:26.742266
TXN_1e2f16d91fd6c2f285bb7bd79362bb505dc9ecad93414f1fabce5bedc9fa4f7b,118_HJG,67_POK,2000,47_QAO__HAS__2000____AND____76_RPI__HAS__2000____AND____77_WOW__HAS__2000____AND____21_QAZ__HAS__2000,2022-12-21 22:42:26.742508
TXN_308c6cb0d38c677c994b9e2f237e3ddaee8ac49b9d4a52e72cd8e054878b5388,135_WPM,98_NHU,2000,86_MBT__HAS__2000____AND____85_TJC__HAS__2000____AND____20_EHM__HAS__2000____AND____122_MXT__HAS__2000,2022-12-21 22:42:26.742752
TXN_1c4711df70f655e8132eaa0f0c73ae48d4876ea0c5994604ce878763ee721126,129_GDC,102_AVF,2000,31_VVQ__HAS__2000____AND____136_MGD__HAS__2000____AND____70_TTY__HAS__2000____AND____28_SOB__HAS__2000,2022-12-21 22:42:26.743003
TXN_c888aa52fe852ce5c03f290c0786905b8770dfe971179b2f686014855ad8947a,83_FYD,18_ICF,2000,92_OAA__HAS__2000____AND____143_JNJ__HAS__2000____AND____69_DZY__HAS__2000____AND____110_QYL__HAS__2000,2022-12-21 22:42:26.743247
TXN_cd775868e31ac9dd1a997e0086c024de4549dcae68a2968ef8734baeea5840b2,54_QIT,130_OHI,2000,65_ZIF__HAS__2000____AND____114_BZV__HAS__2000____AND____98_NHU__HAS__2000____AND____18_ICF__HAS__2000,2022-12-21 22:42:26.743489
TXN_d598e78a66c9894d2d9558f7effd39418982ec16af4f030d729804e27aafc425,93_NVU,72_BTC,2000,146_LWF__HAS__2000____AND____118_HJG__HAS__2000____AND____80_LBQ__HAS__2000____AND____102_AVF__HAS__2000,2022-12-21 22:42:26.743731
TXN_8530965403de85247ce395623fa3c9ecc3d61fa2905b7fb2c73bf2b8394e292b,110_QYL,17_OYT,2000,142_FNA__HAS__2000____AND____68_FKN__HAS__2000____AND____14_KSP__HAS__2000____AND____110_QYL__HAS__2000,2022-12-21 22:42:26.743973
TXN_e0d9056e4ea8940ee3e10ccd2813345b0992578fcc5c6f6835752495b2bfbcfa,79_TKL,111_KSW,2000,119_MPP__HAS__2000____AND____142_FNA__HAS__2000____AND____37_LTW__HAS__2000____AND____148_UZJ__HAS__2000,2022-12-21 22:42:26.744214
TXN_38e53ec90610864587efb9ef1c34cc1e6ad1cc9931ffc35bd5f31bcf7d7a18d1,31_VVQ,97_RAJ,2000,8_MGQ__HAS__2000____AND____75_GNH__HAS__2000____AND____10_BWT__HAS__2000____AND____66_YAU__HAS__2000,2022-12-21 22:42:26.744455
TXN_c3b13a1f93f780eed9a5b64df378f1502d77fe77bf5fbcc32790e65d4b01c403,91_ZRS,119_MPP,2000,49_WBG__HAS__2000____AND____65_ZIF__HAS__2000____AND____131_FMZ__HAS__2000____AND____127_ONO__HAS__2000,2022-12-21 22:42:26.744699
TXN_af5c1d884bcd0c3fd5f71c1ddd6126c6c3a8211ce3bfad702995461e809341ad,123_LOV,23_HNT,2000,16_IMW__HAS__2000____AND____62_WAB__HAS__2000____AND____59_JYF__HAS__2000____AND____33_HXN__HAS__2000,2022-12-21 22:42:26.744942
TXN_5a042e7815d06ea663fa5d7c3e4df85bd58a9ea6efffc07943fc27c5c754413a,58_QIB,29_AII,2000,73_OHW__HAS__2000____AND____108_XPV__HAS__2000____AND____49_WBG__HAS__2000____AND____147_YUH__HAS__2000,2022-12-21 22:42:26.745183
TXN_02610e478dafee296b06ac12caa65228eec5201b0955992d5978eef87fbcf2ce,6_NYZ,111_KSW,2000,117_GQK__HAS__2000____AND____7_FPV__HAS__2000____AND____110_QYL__HAS__2000____AND____31_VVQ__HAS__2000,2022-12-21 22:42:26.745424
TXN_95388975f55aace4d3062c50d988e839a091b409a08c0c83f7fc8e9a59915170,48_PRN,45_IQA,2000,46_TKE__HAS__2000____AND____15_UKP__HAS__2000____AND____119_MPP__HAS__2000____AND____2_OBC__HAS__2000,2022-12-21 22:42:26.745665
TXN_fdcd0e8065d883593634f7861279fcfa8edf50df833182601f9c81ef57d45dec,83_FYD,141_DZB,2000,90_FKM__HAS__2000____AND____112_XGI__HAS__2000____AND____121_HPV__HAS__2000____AND____61_ESH__HAS__2000,2022-12-21 22:42:26.745905
TXN_f33215942b4d76123265189156c2e2d2c6105313a22fb51426fd7a6a25c483d5,6_NYZ,33_HXN,2000,139_LHM__HAS__2000____AND____84_FXM__HAS__2000____AND____74_ZBF__HAS__2000____AND____36_GAN__HAS__2000,2022-12-21 22:42:26.746203
TXN_7dca4b195a4efaea68d185dbdf45fdc69bc8b6cbfceded9aefc1429b2238280e,134_GIC,117_GQK,2000,38_AYK__HAS__2000____AND____113_RQM__HAS__2000____AND____69_DZY__HAS__2000____AND____73_OHW__HAS__2000,2022-12-21 22:42:26.746452
TXN_fd325babd86524869b06cbf3198e422827cda97f52553142c2814ac1544abd08,7_FPV,126_LTW,2000,139_LHM__HAS__2000____AND____76_RPI__HAS__2000____AND____136_MGD__HAS__2000____AND____68_FKN__HAS__2000,2022-12-21 22:42:26.746695
TXN_ccb26e0bc93935f24dabc5e085860d63924950e9c3e27b42ce5722092e0eeae6,133_YMO,134_GIC,2000,107_NUM__HAS__2000____AND____111_KSW__HAS__2000____AND____28_SOB__HAS__2000____AND____66_YAU__HAS__2000,2022-12-21 22:42:26.746936
TXN_cb394032aea4a13850c76f21ca33cb44ded62d574059ecdc30a303728dc8aa23,20_EHM,38_AYK,2000,23_HNT__HAS__2000____AND____67_POK__HAS__2000____AND____86_MBT__HAS__2000____AND____55_DSF__HAS__2000,2022-12-21 22:42:26.747177
TXN_b2fff6326915fdc3d544f96f24b7d97e7725c5a38aba50615f1ec514a3baffcc,87_EKW,90_FKM,2000,43_SJV__HAS__2000____AND____28_SOB__HAS__2000____AND____31_VVQ__HAS__2000____AND____84_FXM__HAS__2000,2022-12-21 22:42:26.747418
TXN_6be5e11f4756db69eb15201d1d788b18c08e4682d1b92c9ed6f20bbdcc052baa,101_SWG,40_UMC,2000,144_KQW__HAS__2000____AND____2_OBC__HAS__2000____AND____144_KQW__HAS__2000____AND____147_YUH__HAS__2000,2022-12-21 22:42:26.747658
TXN_f74825ad891f6458b45b5cca109ae8ff5fcf7860575ea1a793146595b36cc237,62_WAB,34_VJF,2000,68_FKN__HAS__2000____AND____87_EKW__HAS__2000____AND____20_EHM__HAS__2000____AND____56_NJA__HAS__2000,2022-12-21 22:42:26.747910
TXN_f6fb9d639439c14ff6d1312ede47336457b66cce6f1d3b0335e25156a062c844,143_JNJ,35_CVG,2000,44_LDJ__HAS__2000____AND____135_WPM__HAS__2000____AND____137_UHO__HAS__2000____AND____122_MXT__HAS__2000,2022-12-21 22:42:26.748163
TXN_275d8939559db5b375d557a527aa4b8bb661df5cfd702fd591ac192bc83b3f1b,107_NUM,58_QIB,2000,117_GQK__HAS__2000____AND____143_JNJ__HAS__2000____AND____2_OBC__HAS__2000____AND____139_LHM__HAS__2000,2022-12-21 22:42:26.748417
TXN_74ce91a50e7bc200f694fef1c6998213aa23273dd3b494cd7ebc92d239d8a2f0,1_HGK,140_NCR,2000,36_GAN__HAS__2000____AND____56_NJA__HAS__2000____AND____138_OPP__HAS__2000____AND____80_LBQ__HAS__2000,2022-12-21 22:42:26.748682
TXN_a40734bcf4f4974546b12af5741b838eb63267c1e3817128ce302989fbdf2335,57_MKB,35_CVG,2000,69_DZY__HAS__2000____AND____95_TJL__HAS__2000____AND____61_ESH__HAS__2000____AND____68_FKN__HAS__2000,2022-12-21 22:42:26.748925
TXN_fd186a0e963074b749cf2d4bc1f795c69e4285653796cd0abe0ef9f3665befa0,18_ICF,80_LBQ,2000,76_RPI__HAS__2000____AND____64_SHK__HAS__2000____AND____147_YUH__HAS__2000____AND____148_UZJ__HAS__2000,2022-12-21 22:42:26.749169
TXN_92929968859edfc39ad0681077776ffe6690ea437d389f128b4664cf6aff0d1c,83_FYD,30_WIY,2000,33_HXN__HAS__2000____AND____92_OAA__HAS__2000____AND____72_BTC__HAS__2000____AND____54_QIT__HAS__2000,2022-12-21 22:42:26.749413
TXN_b5f3f73fbac20d26a5a89d28b1416158012830ede3f565d8ee352f547590b831,23_HNT,14_KSP,2000,42_LPN__HAS__2000____AND____40_UMC__HAS__2000____AND____137_UHO__HAS__2000____AND____118_HJG__HAS__2000,2022-12-21 22:42:26.749655
TXN_05b3efb22b743b5b2db2e7c53a248a17083006270462bdfb949b3a0a1fa22a5c,94_FWT,65_ZIF,2000,98_NHU__HAS__2000____AND____28_SOB__HAS__2000____AND____103_MKN__HAS__2000____AND____6_NYZ__HAS__2000,2022-12-21 22:42:26.749897
TXN_6867f43e59a70fd4c340d617f2a5cc2bbc48114bb61656e59125b96558b2ef8d,147_YUH,42_LPN,2000,12_LHC__HAS__2000____AND____24_KGT__HAS__2000____AND____141_DZB__HAS__2000____AND____123_LOV__HAS__2000,2022-12-21 22:42:26.750149
TXN_76b16f9b75941290bba412e0aedea0fab2b6196135db92f4ab7681603b7b5bb7,71_KQI,110_QYL,2000,47_QAO__HAS__2000____AND____99_WTP__HAS__2000____AND____60_NKP__HAS__2000____AND____138_OPP__HAS__2000,2022-12-21 22:42:26.750408
TXN_477086026b2f91f3ef1d2f84ec848b4d5d805ef31e229265ada8366496c6ad52,101_SWG,4_JEY,2000,98_NHU__HAS__2000____AND____148_UZJ__HAS__2000____AND____82_LCS__HAS__2000____AND____96_FCG__HAS__2000,2022-12-21 22:42:26.750663
TXN_528e13db1f848a22c3821c956bd62602a48ee9ddd1a73c5078beb03a836c867c,129_GDC,81_ORK,2000,33_HXN__HAS__2000____AND____80_LBQ__HAS__2000____AND____24_KGT__HAS__2000____AND____21_QAZ__HAS__2000,2022-12-21 22:42:26.750967
TXN_f9e5086225e6b3beb7c2cb88d2f0d0fbd8c4f531d42cc0eca4d1b6e37abd78ae,22_RIQ,46_TKE,2000,28_SOB__HAS__2000____AND____115_CXV__HAS__2000____AND____96_FCG__HAS__2000____AND____124_BRL__HAS__2000,2022-12-21 22:42:26.751214
